DateAware,DateSubmitted,BreachCause,DateStart,DateEnd,BreachedEntity,CyberattackType,ResidentsAffected,IndustryType,Year,DaysToContainBreach,DaysOfExposure,DaysElapsedBeforeNotification,StateAffected,Id,BusinessType,Year,YearText,WashingtoniansAffectedRange,BreachLifecycleRange,DaysToIdentifyBreach,DaysBreachLifecycle,DiscoveredInProgress,DaysElapsedBetweenEndAndDiscovery,EndedOnDayDiscovered,DaysOfExposureRange,EntityState
2/25/18,3/27/18,Cyberattack,2/25/18,2/25/18,Manduka,Malware,"1,634",Business,"2,018",0,0,30,,"9,775",Fitness,"2,018",2018,"1,000-9,999",0,0,0,TRUE,,TRUE,0,
3/1/18,3/20/18,Cyberattack,10/1/17,12/22/17,Orbitz,Unclear/unknown,"5,013",Business,"2,018",0,82,19,,"9,773",Hospitality,"2,018",2018,"1,000-9,999",100-199,151,151,FALSE,69,FALSE,Jan-99,
,3/19/18,Cyberattack,5/15/17,1/30/18,"Bronson Nutritionals, LLC",Malware,774,Business,"2,018",,260,,,"9,772",Consumable,"2,018",2018,500-999,Unknown,,,FALSE,,FALSE,200-299,
2/15/18,3/15/18,Theft or Mistake,,,"Parker Staffing Services, LLC",,,Business,"2,018",,,28,,"9,771",Human Resources,"2,018",2018,Unknown,Unknown,,,FALSE,,FALSE,Unknown,
8/1/17,3/8/18,Cyberattack,,,ABM Industries Incorporated,Phishing,"1,100",Business,"2,018",,,219,,"9,770",Professional Services,"2,018",2018,"1,000-9,999",Unknown,,,FALSE,,FALSE,Unknown,
2/14/18,3/2/18,Cyberattack,6/1/16,11/30/17,Preferred Hotels & Resorts,Malware,"21,687",Business,"2,018",0,547,16,,"9,769",Hospitality,"2,018",2018,"10,000-49,999",500+,623,623,FALSE,76,FALSE,500+,
11/2/17,2/27/18,Unauthorized Access,8/14/17,8/18/17,FastHealth Corporation,,"2,876",Health,"2,018",0,4,117,,"9,768",,"2,018",2018,"1,000-9,999",Jan-99,80,80,FALSE,76,FALSE,Jan-99,
1/10/18,2/23/18,Unauthorized Access,1/20/17,1/29/18,North 40 Outfitters,,"2,671",Business,"2,018",19,374,44,,"9,767",Retail,"2,018",2018,"1,000-9,999",300-399,355,374,TRUE,,FALSE,300-399,
12/22/17,2/5/18,Theft or Mistake,12/22/17,12/22/17,"PAR Electrical Contractors, Inc.",,768,Business,"2,018",0,0,45,,"9,766",Construction,"2,018",2018,500-999,0,0,0,TRUE,,TRUE,0,
1/31/18,2/1/18,Cyberattack,1/30/18,1/30/18,North Beach School District,Phishing,,Education,"2,018",0,0,1,,"9,765",,"2,018",2018,Unknown,Jan-99,1,1,FALSE,1,FALSE,0,
11/30/17,1/25/18,Theft or Mistake,11/30/17,11/30/17,Zachary E. Adkins DDS,,,Health,"2,018",0,0,56,,"9,764",,"2,018",2018,Unknown,0,0,0,TRUE,,TRUE,0,
9/13/17,1/12/18,Cyberattack,6/9/17,10/2/17,"Guarenteed Rate, Inc.",Phishing,"2,545",Finance,"2,018",19,115,121,,"9,762",,"2,018",2018,"1,000-9,999",100-199,96,115,TRUE,,FALSE,100-199,
12/22/17,1/11/18,Cyberattack,6/8/17,12/22/17,"Deli Management, Inc. (Jason's Deli)",Malware,,Business,"2,018",0,197,20,,"9,761",Hospitality,"2,018",2018,Unknown,100-199,197,197,TRUE,,TRUE,100-199,
11/29/17,1/10/18,Unauthorized Access,,,"talentReef, Inc.",,604,Business,"2,018",,,42,,"9,760",Human Resources,"2,018",2018,500-999,Unknown,,,FALSE,,FALSE,Unknown,
12/5/17,1/2/18,Unauthorized Access,12/2/17,12/2/17,Multnomah Athletic Club,,661,Business,"2,018",0,0,28,,"9,759",Fitness,"2,018",2018,500-999,Jan-99,3,3,FALSE,3,FALSE,0,
10/1/17,12/28/17,Cyberattack,4/3/17,11/18/17,"Forever 21, Inc.",Malware,,Business,"2,018",48,229,88,,"9,758",Clothing,"2,018",2018,Unknown,200-299,181,229,TRUE,,FALSE,200-299,
11/10/17,12/22/17,Unauthorized Access,,,"TIO Networks USA, Inc.",,"1,962",Finance,"2,018",,,42,,"9,757",,"2,018",2018,"1,000-9,999",Unknown,,,FALSE,,FALSE,Unknown,
12/11/17,12/22/17,Unauthorized Access,4/25/17,,"LiveGlam, Inc.",,600,Business,"2,018",,,11,,"9,756",Cosmetic,"2,018",2018,500-999,Unknown,230,,FALSE,,FALSE,Unknown,
10/6/17,12/11/17,Cyberattack,7/1/15,10/6/17,"Combat Brands, LLC",Malware,956,Business,"2,018",0,828,66,,"9,755",Fitness,"2,018",2018,500-999,500+,828,828,TRUE,,TRUE,500+,
9/6/17,12/1/17,Unauthorized Access,6/15/16,11/6/17,JAM Paper & Envelope,,590,Business,"2,018",61,509,86,,"9,754",Manufacturing,"2,018",2018,500-999,500+,448,509,TRUE,,FALSE,500+,
,11/27/17,Cyberattack,10/26/16,10/19/17,"Bulletproof 360, Inc.",Malware,"4,077",Business,"2,018",,358,,,"9,753",Consumable,"2,018",2018,"1,000-9,999",Unknown,,,FALSE,,FALSE,300-399,
11/15/16,11/21/17,Cyberattack,10/13/16,11/15/16,"Uber Technologies, Inc.",Unclear/unknown,"10,888",Business,"2,018",0,33,371,,"9,752",Transportation,"2,018",2018,"10,000-49,999",Jan-99,33,33,TRUE,,TRUE,Jan-99,
9/20/17,11/15/17,Theft or Mistake,9/20/17,9/20/17,Western State Hospital,,515,Health,"2,018",0,0,56,,"9,750",,"2,018",2018,500-999,0,0,0,TRUE,,TRUE,0,
9/7/17,11/3/17,Cyberattack,9/7/17,9/7/17,"Tween Brands, Inc.",Other,"2,477",Business,"2,018",0,0,57,,"9,748",Clothing,"2,018",2018,"1,000-9,999",0,0,0,TRUE,,TRUE,0,
9/27/17,10/30/17,Unauthorized Access,9/27/17,9/27/17,HumanGood,,642,Non-Profit/Charity,"2,018",0,0,33,,"9,747",,"2,018",2018,500-999,0,0,0,TRUE,,TRUE,0,
9/23/17,10/20/17,Cyberattack,3/10/17,9/28/17,"Whole Foods Market Services, Inc.",Malware,,Business,"2,018",5,202,27,,"9,746",Retail,"2,018",2018,Unknown,200-299,197,202,TRUE,,FALSE,200-299,
10/5/17,10/16/17,Unauthorized Access,10/1/17,10/2/17,"Pizza Hut, LLC",,"1,896",Business,"2,018",0,1,11,,"9,745",Hospitality,"2,018",2018,"1,000-9,999",Jan-99,4,4,FALSE,3,FALSE,Jan-99,
8/11/17,10/6/17,Cyberattack,4/25/17,8/29/17,Tommie Copper Inc.,Malware,695,Business,"2,018",18,126,56,,"9,744",Clothing,"2,018",2018,500-999,100-199,108,126,TRUE,,FALSE,100-199,
9/13/17,10/6/17,Cyberattack,5/27/17,7/12/17,"Provo Craft & Novelty, Inc.",Unclear/unknown,773,Business,"2,018",0,46,23,,"9,743",Manufacturing,"2,018",2018,500-999,100-199,109,109,FALSE,63,FALSE,Jan-99,
9/6/17,10/6/17,Cyberattack,7/31/17,8/28/17,Catholic United Financial,Malware,704,Finance,"2,018",0,28,30,,"9,742",,"2,018",2018,500-999,Jan-99,37,37,FALSE,9,FALSE,Jan-99,
8/30/17,10/3/17,Unauthorized Access,,,"FlexShopper, LLC",,"2,396",Business,"2,018",,,34,,"9,740",Retail,"2,018",2018,"1,000-9,999",Unknown,,,FALSE,,FALSE,Unknown,
7/26/17,9/29/17,Unauthorized Access,,,The Online Traffic School,,"2,404",Business,"2,018",,,65,,"9,739",Transportation,"2,018",2018,"1,000-9,999",Unknown,,,FALSE,,FALSE,Unknown,
6/1/17,9/29/17,Unauthorized Access,6/1/17,6/1/17,BSI Financial Services,,580,Finance,"2,018",0,0,120,,"9,738",,"2,018",2018,500-999,0,0,0,TRUE,,TRUE,0,
8/23/17,9/18/17,Theft or Mistake,8/23/17,8/23/17,"W.W. Grainger, Inc.",,725,Business,"2,018",0,0,26,,"9,737",Manufacturing,"2,018",2018,500-999,0,0,0,TRUE,,TRUE,0,
7/29/17,9/7/17,Cyberattack,5/16/17,7/31/17,"Equifax, Inc.",Other,"3,243,664",Finance,"2,018",2,76,40,,"9,735",,"2,018",2018,"1,000,000+",Jan-99,74,76,TRUE,,FALSE,Jan-99,
7/18/17,8/31/17,Theft or Mistake,,,Timberland Bank,,"5,688",Finance,"2,018",,,44,,"9,734",,"2,018",2018,"1,000-9,999",Unknown,,,FALSE,,FALSE,Unknown,
8/15/17,8/24/17,Theft or Mistake,12/1/16,12/1/16,Green River Community College,,"3,399",Education,"2,018",0,0,9,,"9,733",,"2,018",2018,"1,000-9,999",200-299,257,257,FALSE,257,FALSE,0,
6/26/17,8/14/17,Cyberattack,,,TRUEbenefits LLC,Phishing,"12,327",Business,"2,018",,,49,,"9,732",Human Resources,"2,018",2018,"10,000-49,999",Unknown,,,FALSE,,FALSE,Unknown,
6/6/17,8/3/17,Unauthorized Access,8/10/16,3/9/17,Silver Cloud Inns & Hotels,,"1,382",Business,"2,018",0,211,58,,"9,731",Hospitality,"2,018",2018,"1,000-9,999",300-399,300,300,FALSE,89,FALSE,200-299,
6/6/17,7/28/17,Unauthorized Access,8/10/16,3/9/17,Noble House Hotels & Resorts,,523,Business,"2,018",0,211,52,,"9,730",Hospitality,"2,018",2018,500-999,300-399,300,300,FALSE,89,FALSE,200-299,
5/2/17,7/26/17,Cyberattack,,,Steel Technologies LLC (Hydro Flask Brand),Other,"1,780",Business,"2,018",,,85,,"9,729",Manufacturing,"2,018",2018,"1,000-9,999",Unknown,,,FALSE,,FALSE,Unknown,
6/26/17,7/26/17,Cyberattack,12/21/16,4/11/17,Al J. Schneider Company (Galt House Hotel),Skimmers,791,Business,"2,018",0,111,30,,"9,728",Hospitality,"2,018",2018,500-999,100-199,187,187,FALSE,76,FALSE,100-199,
6/25/17,7/18/17,Unauthorized Access,5/6/17,5/10/17,"Keller Williams Realty, Inc.",,"9,425",Business,"2,017",0,4,23,,"9,725",Real Estate,"2,017",2017,"1,000-9,999",Jan-99,50,50,FALSE,46,FALSE,Jan-99,
6/8/17,7/21/17,Cyberattack,,,Value Eyecare Network,Malware,"2,696",Business,"2,017",,,43,,"9,724",Accessories,"2,017",2017,"1,000-9,999",Unknown,,,FALSE,,FALSE,Unknown,
6/6/17,8/3/17,Cyberattack,8/10/16,3/9/17,"Two Roads Hospitality, LLC",Malware,"5,401",Business,"2,018",0,211,58,,"9,723",Hospitality,"2,018",2018,"1,000-9,999",300-399,300,300,FALSE,89,FALSE,200-299,
6/13/17,7/10/17,Cyberattack,6/13/17,6/21/17,Pacific Science Center,Phishing,605,Business,"2,017",8,8,27,,"9,720",Entertainment,"2,017",2017,500-999,Jan-99,0,8,TRUE,,FALSE,Jan-99,
6/6/17,7/6/17,Cyberattack,8/10/16,3/9/17,Four Seasons Hotels Limited,Unclear/unknown,636,Business,"2,017",0,211,30,,"9,719",Hospitality,"2,017",2017,500-999,300-399,300,300,FALSE,89,FALSE,200-299,
6/6/17,7/5/17,Cyberattack,8/29/16,3/9/17,Loews Hotels & Co. ,Malware,912,Business,"2,017",0,192,29,,"9,718",Hospitality,"2,017",2017,500-999,200-299,281,281,FALSE,89,FALSE,100-199,
6/6/17,6/30/17,Unauthorized Access,8/10/16,3/9/17,Preferred Hotel Group,,"2,370",Business,"2,017",0,211,24,,"9,717",Hospitality,"2,017",2017,"1,000-9,999",300-399,300,300,FALSE,89,FALSE,200-299,
3/14/17,6/22/17,Unauthorized Access,,,Caliber Home Loans,,"20,437",Finance,"2,017",,,100,,"9,716",,"2,017",2017,"10,000-49,999",Unknown,,,FALSE,,FALSE,Unknown,
3/22/17,6/22/17,Cyberattack,3/2/17,6/15/17,GOLFTEC,Skimmers,653,Business,"2,017",85,105,92,,"9,715",Other,"2,017",2017,500-999,100-199,20,105,TRUE,,FALSE,100-199,
5/17/17,6/20/17,Cyberattack,11/1/16,3/30/17,Home Point Financial Corporation,Phishing,815,Finance,"2,017",0,149,34,,"9,714",,"2,017",2017,500-999,100-199,197,197,FALSE,48,FALSE,100-199,
4/26/17,6/8/17,Theft or Mistake,,,Washington State University,,"769,088",Education,"2,017",,,43,,"9,712",,"2,017",2017,"50,000-999,999",Unknown,,,FALSE,,FALSE,Unknown,
4/18/17,6/5/17,Unauthorized Access,8/10/16,2/9/17,"GameStop, Inc.",,"27,956",Business,"2,017",0,183,48,,"9,710",Retail,"2,017",2017,"10,000-49,999",200-299,251,251,FALSE,68,FALSE,100-199,
5/26/17,5/26/17,Unauthorized Access,10/23/13,3/31/17,"Kennewick Public Hospital District, dba Trios Health",,942,Health,"2,017",0,"1,255",0,,"9,708",,"2,017",2017,500-999,500+,"1,311","1,311",FALSE,56,FALSE,500+,
2/6/17,5/24/17,Cyberattack,2/26/16,12/5/16,"Incipio, LLC",Unclear/unknown,"1,650",Business,"2,017",0,283,107,,"9,707",Accessories,"2,017",2017,"1,000-9,999",300-399,346,346,FALSE,63,FALSE,200-299,
5/9/17,5/19/17,Theft or Mistake,5/9/17,5/9/17,Zillow,,"1,086",Business,"2,017",0,0,10,,"9,706",Real Estate,"2,017",2017,"1,000-9,999",0,0,0,TRUE,,TRUE,0,
,5/17/17,Cyberattack,1/30/17,4/11/17,"Rite Aid Online Store, Inc.",Malware,657,Business,"2,017",,71,,,"9,705",Retail,"2,017",2017,500-999,Unknown,,,FALSE,,FALSE,Jan-99,
4/3/17,5/16/17,Cyberattack,,,"Nicopure Labs, LLC",Malware,541,Business,"2,017",,,43,,"9,704",Consumable,"2,017",2017,500-999,Unknown,,,FALSE,,FALSE,Unknown,
4/24/17,5/15/17,Cyberattack,1/4/16,3/29/17,TALX Corporation,Other,"1,467",Finance,"2,017",0,450,21,,"9,703",,"2,017",2017,"1,000-9,999",400-499,476,476,FALSE,26,FALSE,400-499,
2/23/17,5/15/17,Cyberattack,12/20/16,3/3/17,Kuru Footwear,Malware,513,Business,"2,017",8,73,81,,"9,702",Clothing,"2,017",2017,500-999,Jan-99,65,73,TRUE,,FALSE,Jan-99,
4/17/17,5/12/17,Cyberattack,11/14/16,4/17/17,Indigo Wild,Malware,501,Business,"2,017",0,154,25,,"9,701",Retail,"2,017",2017,500-999,100-199,154,154,TRUE,,TRUE,100-199,
4/24/17,5/12/17,Cyberattack,4/4/16,3/1/17,Brooks Brothers,Skimmers,,Business,"2,017",0,331,18,,"9,700",Clothing,"2,017",2017,Unknown,300-399,385,385,FALSE,54,FALSE,300-399,
8/10/16,5/9/17,Cyberattack,8/10/16,8/10/16,Seattle Indian Health Board,Other,"4,579",Health,"2,017",0,0,272,,"9,699",,"2,017",2017,"1,000-9,999",0,0,0,TRUE,,TRUE,0,
3/17/17,4/25/17,Theft or Mistake,,,Seattle Housing Authority,,"1,500",Government,"2,017",,,39,,"9,696",,"2,017",2017,"1,000-9,999",Unknown,,,FALSE,,FALSE,Unknown,
1/26/17,4/18/17,Cyberattack,1/23/17,2/22/17,Pacific Lutheran University,Phishing,813,Education,"2,017",27,30,82,,"9,694",,"2,017",2017,500-999,Jan-99,3,30,TRUE,,FALSE,Jan-99,
,4/14/17,Cyberattack,9/29/16,12/29/16,Six Continents Hotels,Malware,"13,825",Business,"2,017",,91,,,"9,693",Hospitality,"2,017",2017,"10,000-49,999",Unknown,,,FALSE,,FALSE,Jan-99,
3/24/17,4/12/17,Cyberattack,10/1/16,1/1/17,"ILKB, LLC",Other,"1,140",Business,"2,017",0,92,19,,"9,692",Fitness,"2,017",2017,"1,000-9,999",100-199,174,174,FALSE,82,FALSE,Jan-99,
2/11/17,4/9/17,Cyberattack,1/30/17,1/30/17,Lake Kennedy McCulluch CPAs PS,Other,"1,688",Finance,"2,017",0,0,57,,"9,691",,"2,017",2017,"1,000-9,999",Jan-99,12,12,FALSE,12,FALSE,0,
2/6/17,4/4/17,Cyberattack,2/26/16,12/5/16,Tempur-Pedic,Malware,"7,366",Business,"2,017",0,283,57,,"9,690",Manufacturing,"2,017",2017,"1,000-9,999",300-399,346,346,FALSE,63,FALSE,200-299,
2/10/17,3/27/17,Cyberattack,,,"Easy Breathe, Inc.",Unclear/unknown,"2,034",Business,"2,017",,,45,,"9,689",Other,"2,017",2017,"1,000-9,999",Unknown,,,FALSE,,FALSE,Unknown,
2/3/17,3/17/17,Cyberattack,10/20/16,10/20/16,People for People,Other,821,Non-Profit/Charity,"2,017",0,0,42,,"9,688",,"2,017",2017,500-999,100-199,106,106,FALSE,106,FALSE,0,
2/13/17,3/16/17,Unauthorized Access,2/11/17,2/13/17,"Northwest Christian Schools, Inc.",,526,Education,"2,017",0,2,31,,"9,687",,"2,017",2017,500-999,Jan-99,2,2,TRUE,,TRUE,Jan-99,
2/6/17,3/10/17,Unauthorized Access,2/26/16,12/5/16,Bambeco Inc.,,"2,176",Business,"2,017",0,283,32,,"9,686",Home,"2,017",2017,"1,000-9,999",300-399,346,346,FALSE,63,FALSE,200-299,
2/6/17,3/8/17,Cyberattack,2/26/16,12/5/16,Atlantic Cigar,Malware,803,Business,"2,017",0,283,30,,"9,685",Retail,"2,017",2017,500-999,300-399,346,346,FALSE,63,FALSE,200-299,
2/6/17,3/8/17,Cyberattack,12/14/16,2/6/17,prAna,Malware,"18,172",Business,"2,017",0,54,30,,"9,684",Clothing,"2,017",2017,"10,000-49,999",Jan-99,54,54,TRUE,,TRUE,Jan-99,
2/22/17,3/7/17,Unauthorized Access,2/22/17,2/22/17,Russell Investments,,"1,291",Finance,"2,017",0,0,13,,"9,683",,"2,017",2017,"1,000-9,999",0,0,0,TRUE,,TRUE,0,
2/6/17,3/6/17,Cyberattack,2/26/16,12/5/16,West Music Company,Malware,"1,495",Business,"2,017",0,283,28,,"9,682",Retail,"2,017",2017,"1,000-9,999",300-399,346,346,FALSE,63,FALSE,200-299,
2/6/17,2/25/17,Cyberattack,2/26/16,12/5/16,"Movie Mars, Inc.",Malware,524,Business,"2,017",0,283,19,,"9,681",Retail,"2,017",2017,500-999,300-399,346,346,FALSE,63,FALSE,200-299,
2/6/17,2/25/17,Cyberattack,2/26/16,12/5/16,"Century, LCC",Malware,639,Business,"2,017",0,283,19,,"9,680",Retail,"2,017",2017,500-999,300-399,346,346,FALSE,63,FALSE,200-299,
2/6/17,2/25/17,Cyberattack,2/26/16,12/5/16,"Plow and Hearth, LLC",Malware,"1,274",Business,"2,017",0,283,19,,"9,679",Home,"2,017",2017,"1,000-9,999",300-399,346,346,FALSE,63,FALSE,200-299,
2/6/17,2/25/17,Cyberattack,2/26/16,12/5/16,"Vapour Organic Beauty, LLC",Malware,847,Business,"2,017",0,283,19,,"9,678",Cosmetic,"2,017",2017,500-999,300-399,346,346,FALSE,63,FALSE,200-299,
2/6/17,2/25/17,Cyberattack,2/26/16,12/5/16,"Blue Mercury, Inc.",Malware,778,Business,"2,017",0,283,19,,"9,677",Cosmetic,"2,017",2017,500-999,300-399,346,346,FALSE,63,FALSE,200-299,
2/6/17,2/25/17,Cyberattack,2/26/16,12/5/16,"Nutrex Hawaii, Inc.",Malware,725,Business,"2,017",0,283,19,,"9,676",Consumable,"2,017",2017,500-999,300-399,346,346,FALSE,63,FALSE,200-299,
2/6/17,2/25/17,Cyberattack,2/26/16,12/5/16,Alpha Industries,Malware,"1,013",Business,"2,017",0,283,19,,"9,675",Clothing,"2,017",2017,"1,000-9,999",300-399,346,346,FALSE,63,FALSE,200-299,
2/6/17,2/25/17,Cyberattack,2/26/16,12/5/16,"New England Biolabs, Inc.",Malware,746,Business,"2,017",0,283,19,,"9,674",Biotech,"2,017",2017,500-999,300-399,346,346,FALSE,63,FALSE,200-299,
1/12/17,2/24/17,Theft or Mistake,1/12/17,,"Pasco Rentals, Inc.",,"6,300",Business,"2,017",,,43,,"9,672",Other,"2,017",2017,"1,000-9,999",Unknown,0,,FALSE,,FALSE,Unknown,
1/5/17,2/24/17,Cyberattack,7/30/15,12/14/16,Roberts Hawaii,Malware,"1,178",Business,"2,017",0,503,50,,"9,671",Transportation,"2,017",2017,"1,000-9,999",500+,525,525,FALSE,22,FALSE,500+,
2/6/17,2/24/17,Cyberattack,2/26/16,12/5/16,Mrs Prindables,Malware,784,Business,"2,017",0,283,18,,"9,669",Consumable,"2,017",2017,500-999,300-399,346,346,FALSE,63,FALSE,200-299,
2/6/17,2/23/17,Cyberattack,6/1/13,12/31/16,Abbott Nutrition,Malware,"1,819",Business,"2,017",0,"1,309",17,,"9,668",Consumable,"2,017",2017,"1,000-9,999",500+,"1,346","1,346",FALSE,37,FALSE,500+,
11/16/16,2/22/17,Cyberattack,4/24/16,12/14/16,Intex Recreation Corp.,Malware,"1,547",Business,"2,017",28,234,98,,"9,667",Manufacturing,"2,017",2017,"1,000-9,999",200-299,206,234,TRUE,,FALSE,200-299,
2/6/17,2/22/17,Unauthorized Access,2/3/17,2/6/17,"InterMountain Management, LLC",,558,Business,"2,017",0,3,16,,"9,666",Hospitality,"2,017",2017,500-999,Jan-99,3,3,TRUE,,TRUE,Jan-99,
1/9/17,2/8/17,Unauthorized Access,11/21/16,11/21/16,The Boeing Company,,"7,288",Business,"2,017",0,0,30,,"9,665",Manufacturing,"2,017",2017,"1,000-9,999",Jan-99,49,49,FALSE,49,FALSE,0,
12/23/16,2/3/17,Unauthorized Access,11/16/16,11/16/16,"Conover Capital Management, LLC and Conover Securities Corporation",,"1,197",Finance,"2,017",0,0,42,,"9,664",,"2,017",2017,"1,000-9,999",Jan-99,37,37,FALSE,37,FALSE,0,
12/23/15,1/18/17,Cyberattack,,,"CoPilot Provider Support Services, Inc.",Other,"1,522",Health,"2,017",,,392,,"9,662",,"2,017",2017,"1,000-9,999",Unknown,,,FALSE,,FALSE,Unknown,
11/28/16,1/12/17,Cyberattack,5/2/16,11/22/16,"Spiraledge, Inc.",Malware,"9,700",Business,"2,017",0,204,45,,"9,661",Retail,"2,017",2017,"1,000-9,999",200-299,210,210,FALSE,6,FALSE,200-299,
11/30/16,12/21/16,Unauthorized Access,1/16/16,,Community Health Plan of Washington,,"353,388",Health,"2,017",,,21,,"9,660",,"2,017",2017,"50,000-999,999",Unknown,319,,FALSE,,FALSE,Unknown,
,12/20/16,Unauthorized Access,,,Western Union Financial Services,,"2,470",Finance,"2,017",,,,,"9,659",,"2,017",2017,"1,000-9,999",Unknown,,,FALSE,,FALSE,Unknown,
10/18/16,11/30/16,Theft or Mistake,10/18/16,10/18/16,CHI Franciscan Health- Hospice Tacoma,,"1,223",Health,"2,017",0,0,43,,"9,658",,"2,017",2017,"1,000-9,999",0,0,0,TRUE,,TRUE,0,
10/27/16,11/22/16,Cyberattack,11/9/15,10/24/16,The Madison Square Garden Company,Malware,,Business,"2,017",0,350,26,,"9,657",Entertainment,"2,017",2017,Unknown,300-399,353,353,FALSE,3,FALSE,300-399,
10/21/16,11/21/16,Cyberattack,3/9/16,10/22/16,Island Hotel Company Limited,Malware,,Business,"2,017",1,227,31,,"9,656",Hospitality,"2,017",2017,Unknown,200-299,226,227,TRUE,,FALSE,200-299,
,11/18/16,Unauthorized Access,11/13/16,,Michigan State University,,,Education,"2,017",,,,,"9,655",,"2,017",2017,Unknown,Unknown,,,FALSE,,FALSE,Unknown,
11/4/16,11/18/16,Cyberattack,10/3/15,10/9/16,Springfield Armory,Malware,512,Business,"2,017",0,372,14,,"9,654",Other,"2,017",2017,500-999,300-399,398,398,FALSE,26,FALSE,300-399,
3/17/16,11/11/16,Cyberattack,,,Charles Schwab,Other,975,Finance,"2,017",,,239,,"9,653",,"2,017",2017,500-999,Unknown,,,FALSE,,FALSE,Unknown,
7/14/16,11/9/16,Cyberattack,,,UFCW Local 655 Food Employers Pension Plan,Ransomware,556,Finance,"2,017",,,118,,"9,652",,"2,017",2017,500-999,Unknown,,,FALSE,,FALSE,Unknown,
,11/9/16,Cyberattack,9/7/16,10/24/16,Eileen Fisher Inc.,Malware,755,Business,"2,017",,47,,,"9,651",Clothing,"2,017",2017,500-999,Unknown,,,FALSE,,FALSE,Jan-99,
10/7/16,11/4/16,Cyberattack,,,Rebecca Minkoff LLC,Unclear/unknown,549,Business,"2,017",,,28,,"9,650",Retail,"2,017",2017,500-999,Unknown,,,FALSE,,FALSE,Unknown,
9/30/16,10/19/16,Cyberattack,5/29/16,7/22/16,Eastwood Company,Malware,633,Business,"2,017",0,54,19,,"9,649",Other,"2,017",2017,500-999,100-199,124,124,FALSE,70,FALSE,Jan-99,
9/12/16,9/30/16,Unauthorized Access,9/12/16,9/12/16,Vaupell,,"1,198",Business,"2,017",0,0,18,,"9,647",Manufacturing,"2,017",2017,"1,000-9,999",0,0,0,TRUE,,TRUE,0,
9/6/16,9/23/16,Theft or Mistake,8/31/16,9/2/16,Group Health Cooperative,,651,Health,"2,017",0,2,17,,"9,646",,"2,017",2017,500-999,Jan-99,6,6,FALSE,4,FALSE,Jan-99,
8/23/16,9/19/16,Theft or Mistake,,,"Ascensus, Inc.",,"1,505",Finance,"2,017",,,27,,"9,645",,"2,017",2017,"1,000-9,999",Unknown,,,FALSE,,FALSE,Unknown,
8/22/16,9/19/16,Unauthorized Access,,,ACTIVEOutdoors,,"1,449,645",Government,"2,017",,,28,,"9,644",,"2,017",2017,"1,000,000+",Unknown,,,FALSE,,FALSE,Unknown,
8/19/16,9/2/16,Cyberattack,4/25/16,,Noble House Hotels,Skimmers,"1,463",Business,"2,017",,,14,,"9,643",Hospitality,"2,017",2017,"1,000-9,999",Unknown,116,,FALSE,,FALSE,Unknown,
7/22/16,8/31/16,Theft or Mistake,4/21/16,6/13/16,Highline Medical Center,,"12,724",Health,"2,017",0,53,40,,"9,642",,"2,017",2017,"10,000-49,999",Jan-99,92,92,FALSE,39,FALSE,Jan-99,
7/15/16,8/31/16,Cyberattack,2/16/16,7/7/16,Kimpton Hotels & Restaurants,Malware,"5,428",Business,"2,017",0,142,47,,"9,641",Hospitality,"2,017",2017,"1,000-9,999",100-199,150,150,FALSE,8,FALSE,100-199,
8/18/16,8/30/16,Unauthorized Access,7/16/16,8/18/16,"Presnell Gage, PLLC",,"2,613",Finance,"2,017",0,33,12,,"9,640",,"2,017",2017,"1,000-9,999",Jan-99,33,33,TRUE,,TRUE,Jan-99,
6/30/16,8/22/16,Cyberattack,10/21/15,4/7/16,KontrolFreek,Malware,625,Business,"2,017",0,169,53,,"9,639",Other,"2,017",2017,500-999,200-299,253,253,FALSE,84,FALSE,100-199,
7/15/16,8/18/16,Cyberattack,1/2/16,7/17/16,Eddie Bauer,Malware,"73,508",Business,"2,017",2,197,34,,"9,638",Clothing,"2,017",2017,"50,000-999,999",100-199,195,197,TRUE,,FALSE,100-199,
6/13/16,8/12/16,Unauthorized Access,3/30/16,,"Valley Anesthesiology Consultants, Inc.",,611,Health,"2,017",,,60,,"9,637",,"2,017",2017,500-999,Unknown,75,,FALSE,,FALSE,Unknown,
7/13/16,8/3/16,Cyberattack,6/17/16,,Banner Health,Malware,"7,916",Health,"2,017",,,21,,"9,635",,"2,017",2017,"1,000-9,999",Unknown,26,,FALSE,,FALSE,Unknown,
6/8/16,7/19/16,Cyberattack,4/21/16,6/13/16,San Antonio Shoemakers,Malware,511,Business,"2,016",5,53,41,,"9,634",Retail,"2,016",2016,500-999,Jan-99,48,53,TRUE,,FALSE,Jan-99,
7/19/16,7/19/16,Cyberattack,3/1/16,7/31/16,CiCi Enterprises,Malware,,Business,"2,016",12,152,0,,"9,633",Hospitality,"2,016",2016,Unknown,100-199,140,152,TRUE,,FALSE,100-199,
6/8/16,7/16/16,Unauthorized Access,4/1/15,,"NLU Products, LLC",,"2,527",Business,"2,016",,,38,,"9,632",Retail,"2,016",2016,"1,000-9,999",Unknown,434,,FALSE,,FALSE,Unknown,
5/1/16,7/6/16,Cyberattack,12/2/15,6/8/16,Wendy's,Malware,,Business,"2,016",38,189,66,,"9,630",Hospitality,"2,016",2016,Unknown,100-199,151,189,TRUE,,FALSE,100-199,
